Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4834.507","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2394.313","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2440.194","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1769.22","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3034.528","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","4896.019","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","2425.139","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","2470.88","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1773.798","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","3073.341","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","4946.119","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","2450.316","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","2495.802","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","1776.656","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","3111.336","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","4986.526","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","2470.919","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","2515.607","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","1777.637","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","3148.202","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","56966.397","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","27562.023","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","29404.375","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","18779.731","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","38513.99","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","56994.993","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","27573.923","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","29421.07","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","18815.119","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","38691.248","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","57107.577","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","27631.893","X","Figure from international organizations",""
